case,radius,eps_solid,theta_deg,ghost_count,raw_min,raw_max,raw_mean,clamped_min,clamped_max,clamped_mean,clamp_fraction,max_clamp_excess,mean_clamp_excess,bounded
cylinder_z,20.0,1.2,60.0,16512,1.858225781495798e-15,0.9999999999999969,0.4721602679190183,1.858225781495798e-15,0.9999999999999969,0.4721602679190183,0.0,0.0,0.0,True
cylinder_z,20.0,1.2,90.0,16512,1.1657341758564144e-15,0.9999999999997455,0.45772650509443186,1.1657341758564144e-15,0.9999999999997455,0.45772650509443186,0.0,0.0,0.0,True
cylinder_z,20.0,1.2,120.0,16512,-2.043788698039071e-17,0.9999999999995693,0.44329274226984544,0.0,0.9999999999995693,0.44329274226984544,0.0,2.043788698039071e-17,5.718595896936711e-20,True
sphere,20.0,1.2,60.0,7920,8.142235100574737e-08,0.9999869548915132,0.4372101040109231,8.142235100574737e-08,0.9999869548915132,0.4372101040109231,0.0,0.0,0.0,True
sphere,20.0,1.2,90.0,7920,7.457418532696991e-08,0.9999828360668265,0.405002458417623,7.457418532696991e-08,0.9999828360668265,0.405002458417623,0.0,0.0,0.0,True
sphere,20.0,1.2,120.0,7920,5.334453126679517e-08,0.9999822169529803,0.37279481282432286,5.334453126679517e-08,0.9999822169529803,0.37279481282432286,0.0,0.0,0.0,True
plane,20.0,1.25,60.0,18432,2.0224797797474905e-15,1.0002024035643367,0.4725351632601582,2.0224797797474905e-15,1.0,0.47252881816477177,0.3854166666666667,0.00020240356433665063,6.345095386386483e-06,True
plane,20.0,1.25,90.0,18432,1.1102230246251565e-15,0.9999999999997388,0.45750000000001556,1.1102230246251565e-15,0.9999999999997388,0.45750000000001556,0.0,0.0,0.0,True
plane,20.0,1.25,120.0,18432,-0.00020577545689597597,0.9999999999995508,0.4424648367398731,0.0,0.9999999999995508,0.4424710040977657,0.390625,0.00020577545689597597,6.16735789259276e-06,True
cylinder_z,20.0,1.25,60.0,16512,1.8870760976857237e-15,1.0002037640567567,0.47276167388599655,1.8870760976857237e-15,1.0,0.47275536335575874,0.3854166666666667,0.00020376405675670561,6.31053023776821e-06,True
cylinder_z,20.0,1.25,90.0,16512,1.1657341758564144e-15,0.9999999999997455,0.45772650509443186,1.1657341758564144e-15,0.9999999999997455,0.45772650509443186,0.0,0.0,0.0,True
