step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.633254061357,-6.821210263296962e-13,4.922876573584795e-07,0.9957994906962438,0,0,0.10000044305889162,0.9962195416266195,0.03333348101963054,0.33207318054220647,-2.1237639186922118e-05,0.0008226871136107083,1.5552865288881454,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0686305861008342,0.29490954314869516,0,0,0.5,0.5,0
11,1151.633254061357,-6.821210263296962e-13,4.787077738604021e-07,0.995835048527066,0,0,0.10000043083699647,0.9962515436743594,0.03333347694566549,0.3320838478914531,-2.1315270626852967e-05,0.0008233355406860288,2.1299377843718954,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.11736524458215428,0.2949064559031455,0,0,0.5,0.5,0
12,1151.633254061357,-6.821210263296962e-13,4.665061093195417e-07,0.9958618485082211,0,0,0.10000041985549839,0.9962756636573991,0.03333347328516613,0.3320918878857997,-2.1392784482211858e-05,0.0008238667886578145,3.2641469635588853,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.23031247037294172,0.29490513024285814,0,0,0.5,0.5,0
13,1151.633254061357,-6.821210263296962e-13,4.5545941968505265e-07,0.995881740466061,0,0,0.10000040991347772,0.996293566419455,0.03333346997115924,0.3320978554731516,-2.1468097434814095e-05,0.0008243031738823788,5.0835786604184605,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5589456459776183,0.37921967702606063,0,0,0.5,0.5,0
14,1151.633254061357,-6.821210263296962e-13,4.4539219428302723e-07,0.9958962267568069,0,0,0.10000040085297486,0.9963066040811263,0.03333346695099162,0.3321022013603754,-2.1539811798367296e-05,0.0008246611430832003,13.507742749312538,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.3626988231065016,0.7996207106587921,0,0,0.5,0.5,0
15,1151.6332540613569,-9.094947017729282e-13,4.361644276129611e-07,0.9959065170669926,0,0,0.10000039254798486,0.9963158653602934,0.033333464182661615,0.3321052884534311,-2.1607056484517277e-05,0.0008249530275218466,96.12763893901332,0.0,0.0,0.0,0.0,0.0,0.0,0,-10.023036179305764,5.23684930570795,0,0,0.5,0.5,0
16,1151.6332540613569,-9.094947017729282e-13,4.2766302325993087e-07,0.9959135781251871,0,0,0.10000038489672095,0.9963222203126684,0.03333346163224031,0.33210740677088946,-2.1669353161005325e-05,0.0008251882361344857,4808.485408407064,0.0,0.0,0.0,0.0,0.0,0.0,0,-513.2083023061765,157.76666595715687,0,0,0.5,0.5,0
17,1151.633254061357,-6.821210263296962e-13,4.197956183739268e-07,0.995918177362219,0,0,0.10000037781605654,0.9963263596259971,0.03333345927201885,0.33210878654199905,-2.1726508245201108e-05,0.0008253740807202381,7644462.537185692,0.0,0.0,0.0,0.0,0.0,0.0,0,-1285768.3570857544,401472.2731392796,0,0,0.5,0.5,0
18,1151.6332540613566,-1.1368683772161603e-12,4.1248605963577367e-07,0.9959209203058145,0,0,0.10000037123745367,0.9963288282752331,0.033333457079151224,0.33210960942507767,-2.1778528397258444e-05,0.0008255163537436325,18261089038716.645,0.0,0.0,0.0,0.0,0.0,0.0,0,-3261178117180.6914,1014838950674.3909,0,0,0.5,0.5,0
19,1151.6332540613569,-9.094947017729282e-13,4.056710297541375e-07,0.9959222819962468,0,0,0.10000036510392678,0.9963300537966221,0.03333345503464226,0.33211001793220735,-2.1825556008499067e-05,0.0008256197366143623,9.574167847066854e+25,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.8889792207698675e+25,5.849759027485424e+24,0,0,0.5,0.5,0
20,1151.6332540613566,-1.1368683772161603e-12,3.9929749086410694e-07,0.9959226329896159,0,0,0.10000035936774178,0.9963303696906544,0.03333345312258059,0.3321101232302181,-2.1867820991298158e-05,0.0008256880901281896,2.4632623177822756e+51,0.0,0.0,0.0,0.0,0.0,0.0,0,-5.5257958046387495e+50,1.7057857478465853e+50,0,0,0.5,0.5,0
